Id,ActivityDate,TotalSteps,Calories,VeryActiveMinutes,SedentaryMinutes,TotalMinutesAsleep,TotalTimeInBed,Weekday,activity_level
4388161847,2016-04-15,8758,3066,0,837,499,526,Friday,Moderately Active
4388161847,2016-04-16,6580,3073,6,609,426,448,Saturday,Lightly Active
4388161847,2016-04-17,4660,2572,0,721,619,641,Sunday,Sedentary
4388161847,2016-04-18,11009,3274,27,1017,99,104,Monday,Very Active
4388161847,2016-04-19,10181,3015,20,704,329,338,Tuesday,Very Active
4388161847,2016-04-20,10553,3083,19,696,421,451,Wednesday,Very Active
4388161847,2016-04-21,10055,3069,7,853,442,458,Thursday,Very Active
4388161847,2016-04-22,12139,3544,77,945,82,85,Friday,Very Active
4388161847,2016-04-23,13236,3306,58,749,478,501,Saturday,Very Active
4388161847,2016-04-24,10243,2885,14,584,552,595,Sunday,Very Active
4388161847,2016-04-26,9461,2929,14,673,319,346,Tuesday,Moderately Active
4388161847,2016-04-27,11193,3074,11,684,439,500,Wednesday,Very Active
4388161847,2016-04-28,10074,2969,19,878,428,458,Thursday,Very Active
4388161847,2016-04-30,12533,3283,14,537,409,430,Saturday,Very Active
4388161847,2016-05-01,10255,2926,12,579,547,597,Sunday,Very Active
4388161847,2016-05-02,10096,3147,33,935,368,376,Monday,Very Active
4388161847,2016-05-04,12375,3162,35,632,390,414,Wednesday,Very Active
4388161847,2016-05-05,9603,2899,12,896,471,495,Thursday,Moderately Active
4388161847,2016-05-07,22770,4022,120,508,472,496,Saturday,Very Active
4388161847,2016-05-08,17298,3934,107,576,529,541,Sunday,Very Active
4388161847,2016-05-09,10218,3013,6,1020,62,65,Monday,Very Active
4388161847,2016-05-10,10299,3061,13,648,354,375,Tuesday,Very Active
4388161847,2016-05-11,10201,2954,8,858,469,494,Wednesday,Very Active
4445114986,2016-04-12,3276,2113,0,787,429,457,Tuesday,Sedentary
4445114986,2016-04-13,2961,2095,0,840,370,406,Wednesday,Sedentary
4445114986,2016-04-14,3974,2194,0,717,441,492,Thursday,Sedentary
4445114986,2016-04-15,7198,2496,0,711,337,379,Friday,Lightly Active
4445114986,2016-04-16,3945,2180,0,716,462,499,Saturday,Sedentary
4445114986,2016-04-17,2268,1933,0,1219,98,107,Sunday,Sedentary
4445114986,2016-04-19,2064,1954,0,895,388,424,Tuesday,Sedentary
4445114986,2016-04-20,2072,1974,0,841,439,462,Wednesday,Sedentary
4445114986,2016-04-21,3809,2150,0,756,436,469,Thursday,Sedentary
4445114986,2016-04-22,6831,2432,0,706,388,417,Friday,Lightly Active
4445114986,2016-04-25,3385,2070,0,916,328,345,Monday,Sedentary
4445114986,2016-04-26,6326,2291,29,839,353,391,Tuesday,Lightly Active
4445114986,2016-04-27,7243,2361,32,839,332,374,Wednesday,Lightly Active
4445114986,2016-04-28,4493,2203,0,762,419,442,Thursday,Sedentary
4445114986,2016-04-29,4676,2196,0,1106,106,108,Friday,Sedentary
4445114986,2016-04-30,6222,2363,0,797,322,353,Saturday,Lightly Active
4445114986,2016-05-01,5232,2246,0,741,439,459,Sunday,Lightly Active
4445114986,2016-05-02,6910,2336,27,667,502,542,Monday,Lightly Active
4445114986,2016-05-03,7502,2421,30,725,417,450,Tuesday,Moderately Active
4445114986,2016-05-04,2923,2070,0,897,337,363,Wednesday,Sedentary
4445114986,2016-05-05,3800,2120,2,734,462,513,Thursday,Sedentary
4445114986,2016-05-06,4514,2211,0,809,374,402,Friday,Sedentary
4445114986,2016-05-07,5183,2123,26,866,401,436,Saturday,Lightly Active
4445114986,2016-05-08,7303,2423,0,733,361,391,Sunday,Lightly Active
4445114986,2016-05-09,5275,2281,0,641,457,533,Monday,Lightly Active
4445114986,2016-05-10,3915,2181,0,783,405,426,Tuesday,Sedentary
4445114986,2016-05-11,9105,2499,34,622,499,530,Wednesday,Moderately Active
4445114986,2016-05-12,768,1212,0,380,483,501,Thursday,Sedentary
4558609924,2016-04-21,13743,2486,6,844,126,137,Thursday,Very Active
4558609924,2016-04-26,9148,2223,12,1062,103,121,Tuesday,Moderately Active
4558609924,2016-04-29,7833,1918,15,1096,171,179,Friday,Moderately Active
4558609924,2016-05-01,3428,1692,0,1121,115,129,Sunday,Sedentary
4558609924,2016-05-08,6543,2666,66,1019,123,134,Sunday,Lightly Active
4702921684,2016-04-12,7213,2947,0,718,425,439,Tuesday,Lightly Active
4702921684,2016-04-13,6877,2898,0,777,400,430,Wednesday,Lightly Active
4702921684,2016-04-14,7860,2984,0,772,384,415,Thursday,Moderately Active
4702921684,2016-04-15,6506,2896,1,944,253,257,Friday,Lightly Active
4702921684,2016-04-16,11140,3328,3,556,382,406,Saturday,Very Active
4702921684,2016-04-17,12692,3394,12,437,591,612,Sunday,Very Active
4702921684,2016-04-18,9105,3013,22,890,293,312,Monday,Moderately Active
4702921684,2016-04-19,6708,2812,10,757,457,487,Tuesday,Lightly Active
4702921684,2016-04-20,8793,3061,2,717,454,468,Wednesday,Moderately Active
4702921684,2016-04-21,6530,2729,4,901,425,434,Thursday,Lightly Active
4702921684,2016-04-23,15126,3691,9,469,465,475,Saturday,Very Active
4702921684,2016-04-24,15050,3538,15,542,480,506,Sunday,Very Active
4702921684,2016-04-25,9167,3064,6,730,370,380,Monday,Moderately Active
4702921684,2016-04-26,6108,2784,1,765,421,429,Tuesday,Lightly Active
4702921684,2016-04-27,7047,2908,1,733,432,449,Wednesday,Lightly Active
4702921684,2016-04-28,9023,3033,14,738,442,461,Thursday,Moderately Active
4702921684,2016-04-29,9930,3165,12,692,433,447,Friday,Moderately Active
4702921684,2016-04-30,10144,3115,4,728,479,501,Saturday,Very Active
4702921684,2016-05-03,9454,3145,0,729,327,373,Tuesday,Moderately Active
4702921684,2016-05-04,8161,3004,4,757,412,434,Wednesday,Moderately Active
4702921684,2016-05-05,8614,3006,8,745,414,428,Thursday,Moderately Active
4702921684,2016-05-06,6943,2859,1,682,404,449,Friday,Lightly Active
4702921684,2016-05-07,14370,3683,5,577,520,543,Saturday,Very Active
4702921684,2016-05-09,8232,2990,0,746,435,458,Monday,Moderately Active
4702921684,2016-05-10,10613,3172,1,701,416,431,Tuesday,Very Active
4702921684,2016-05-11,9810,3069,10,784,354,366,Wednesday,Moderately Active
4702921684,2016-05-12,2752,1240,0,241,404,442,Thursday,Sedentary
5553957443,2016-04-12,11596,2026,19,767,441,464,Tuesday,Very Active
5553957443,2016-04-13,4832,1718,0,647,455,488,Wednesday,Sedentary
5553957443,2016-04-14,17022,2324,61,693,357,418,Thursday,Very Active
5553957443,2016-04-15,16556,2254,58,689,377,409,Friday,Very Active
5553957443,2016-04-16,5771,1831,0,521,651,686,Saturday,Lightly Active
5553957443,2016-04-17,655,1397,0,943,350,402,Sunday,Sedentary
5553957443,2016-04-18,3727,1683,0,622,520,541,Monday,Sedentary
5553957443,2016-04-19,15482,2284,69,756,357,410,Tuesday,Very Active
5553957443,2016-04-20,2713,1570,0,598,658,678,Wednesday,Sedentary
5553957443,2016-04-21,12346,2066,47,801,399,431,Thursday,Very Active
5553957443,2016-04-22,11682,2105,25,781,322,353,Friday,Very Active
5553957443,2016-04-23,4112,1776,0,443,631,725,Saturday,Sedentary
5553957443,2016-04-24,1807,1507,0,582,553,640,Sunday,Sedentary
5553957443,2016-04-25,10946,2033,51,732,433,468,Monday,Very Active
5553957443,2016-04-26,11886,2093,40,750,412,453,Tuesday,Very Active
5553957443,2016-04-27,10538,1922,16,745,347,391,Wednesday,Very Active
5553957443,2016-04-28,11393,1999,49,727,421,457,Thursday,Very Active
5553957443,2016-04-29,12764,2169,46,709,450,495,Friday,Very Active
5553957443,2016-04-30,1202,1463,0,506,775,843,Saturday,Sedentary
5553957443,2016-05-01,5164,1747,0,436,622,686,Sunday,Lightly Active
5553957443,2016-05-02,9769,1996,23,724,409,471,Monday,Moderately Active
5553957443,2016-05-03,12848,2116,26,812,380,429,Tuesday,Very Active
5553957443,2016-05-04,4249,1698,0,651,447,470,Wednesday,Sedentary
5553957443,2016-05-05,14331,2156,44,692,419,464,Thursday,Very Active
5553957443,2016-05-06,9632,1916,21,761,400,434,Friday,Moderately Active
5553957443,2016-05-07,1868,1494,0,902,442,470,Saturday,Sedentary
5553957443,2016-05-08,6083,1762,3,505,568,608,Sunday,Lightly Active
5553957443,2016-05-09,11611,2272,59,667,453,494,Monday,Very Active
5553957443,2016-05-10,16358,2335,61,707,418,443,Tuesday,Very Active
5553957443,2016-05-11,4926,1693,0,628,463,486,Wednesday,Sedentary
5553957443,2016-05-12,3121,741,8,222,438,475,Thursday,Sedentary
5577150313,2016-04-12,8135,3405,86,728,419,438,Tuesday,Moderately Active
5577150313,2016-04-13,5077,2551,15,776,432,458,Wednesday,Lightly Active
5577150313,2016-04-14,8596,4022,118,662,477,497,Thursday,Moderately Active
5577150313,2016-04-15,12087,4005,115,695,392,413,Friday,Very Active
5577150313,2016-04-16,14269,4274,184,472,406,445,Saturday,Very Active
5577150313,2016-04-17,12231,4552,200,525,549,583,Sunday,Very Active
5577150313,2016-04-18,9893,3625,114,623,527,553,Monday,Moderately Active
5577150313,2016-04-19,12574,3501,108,733,449,465,Tuesday,Very Active
5577150313,2016-04-20,8330,3192,87,773,447,480,Wednesday,Moderately Active
5577150313,2016-04-21,10830,4018,110,670,414,437,Thursday,Very Active
5577150313,2016-04-22,9172,3329,62,823,338,366,Friday,Moderately Active
5577150313,2016-04-23,7638,3152,24,627,384,402,Saturday,Moderately Active
5577150313,2016-04-24,15764,4392,210,425,543,615,Sunday,Very Active
5577150313,2016-04-25,6393,3374,61,743,421,461,Monday,Lightly Active
5577150313,2016-04-26,5325,3088,38,759,354,377,Tuesday,Lightly Active
5577150313,2016-04-27,6805,3294,63,773,424,452,Wednesday,Lightly Active
5577150313,2016-04-28,9841,3580,99,692,361,372,Thursday,Moderately Active
5577150313,2016-04-29,7924,3544,97,739,459,485,Friday,Moderately Active
5577150313,2016-04-30,12363,4501,207,621,412,433,Saturday,Very Active
5577150313,2016-05-01,13368,4546,194,499,379,398,Sunday,Very Active
5577150313,2016-05-02,7439,3014,37,732,525,553,Monday,Lightly Active
5577150313,2016-05-03,11045,3795,97,580,508,543,Tuesday,Very Active
5577150313,2016-05-04,5206,2755,25,631,603,634,Wednesday,Lightly Active
5577150313,2016-05-05,7550,3004,45,1153,74,78,Thursday,Moderately Active
5577150313,2016-05-10,8869,3841,104,639,504,562,Tuesday,Moderately Active
5577150313,2016-05-11,4038,1665,45,257,431,476,Wednesday,Sedentary
6117666160,2016-04-16,14450,2828,7,502,380,398,Saturday,Very Active
6117666160,2016-04-17,7150,2225,0,702,336,350,Sunday,Lightly Active
6117666160,2016-04-18,5153,2018,0,759,493,510,Monday,Lightly Active
6117666160,2016-04-19,11135,2606,0,425,465,492,Tuesday,Very Active
6117666160,2016-04-20,10449,2536,26,587,474,502,Wednesday,Very Active
6117666160,2016-04-21,19542,4900,11,579,508,550,Thursday,Very Active
6117666160,2016-04-22,8206,2409,0,413,480,546,Friday,Moderately Active
6117666160,2016-04-23,11495,2651,0,468,492,539,Saturday,Very Active
6117666160,2016-04-24,7623,2305,0,711,353,367,Sunday,Moderately Active
6117666160,2016-04-27,9411,2576,0,417,542,557,Wednesday,Moderately Active
6117666160,2016-04-28,3403,1879,0,758,393,416,Thursday,Sedentary
6117666160,2016-04-29,9592,2560,0,479,600,636,Friday,Moderately Active
6117666160,2016-05-01,8915,2361,0,525,507,575,Sunday,Moderately Active
6117666160,2016-05-05,9799,2636,0,479,392,415,Thursday,Moderately Active
6117666160,2016-05-06,3365,1838,0,673,658,698,Friday,Sedentary
6117666160,2016-05-07,7336,2469,0,456,498,507,Saturday,Lightly Active
6117666160,2016-05-08,7328,2250,0,517,555,603,Sunday,Lightly Active
6117666160,2016-05-09,4477,1248,0,125,492,522,Monday,Sedentary
6775888955,2016-04-13,4053,2400,17,1053,235,260,Wednesday,Sedentary
6775888955,2016-04-14,5162,2507,14,863,423,441,Thursday,Lightly Active
6775888955,2016-04-15,1282,2127,0,976,391,406,Friday,Sedentary
6962181067,2016-04-12,10199,1994,50,796,366,387,Tuesday,Very Active
6962181067,2016-04-13,5652,1718,8,548,630,679,Wednesday,Lightly Active
6962181067,2016-04-14,1551,1466,0,862,508,535,Thursday,Sedentary
6962181067,2016-04-15,5563,1756,0,837,370,386,Friday,Lightly Active
6962181067,2016-04-16,13217,2173,50,741,357,366,Saturday,Very Active
6962181067,2016-04-17,10145,2027,5,634,427,446,Sunday,Very Active
6962181067,2016-04-18,11404,2039,13,689,442,458,Monday,Very Active
6962181067,2016-04-19,10742,2046,35,659,476,535,Tuesday,Very Active
6962181067,2016-04-20,13928,2174,48,639,418,424,Wednesday,Very Active
6962181067,2016-04-21,11835,2179,53,708,451,457,Thursday,Very Active
6962181067,2016-04-22,10725,2086,30,659,425,435,Friday,Very Active
6962181067,2016-04-23,20031,2571,58,484,528,546,Saturday,Very Active
6962181067,2016-04-24,5029,1705,0,720,511,514,Sunday,Lightly Active
6962181067,2016-04-25,13239,2194,35,637,400,415,Monday,Very Active
6962181067,2016-04-26,10433,2012,36,680,441,446,Tuesday,Very Active
6962181067,2016-04-27,10320,2034,7,697,455,467,Wednesday,Very Active
6962181067,2016-04-28,12627,2182,38,621,440,453,Thursday,Very Active
6962181067,2016-04-29,10762,2254,12,645,433,447,Friday,Very Active
6962181067,2016-04-30,10081,2002,32,731,422,424,Saturday,Very Active
6962181067,2016-05-01,5454,1740,0,722,411,426,Sunday,Lightly Active
6962181067,2016-05-02,12912,2162,18,655,466,482,Monday,Very Active
6962181067,2016-05-03,12109,2072,21,654,394,418,Tuesday,Very Active
6962181067,2016-05-04,10147,2086,15,683,442,455,Wednesday,Very Active
6962181067,2016-05-05,10524,2066,14,591,467,491,Thursday,Very Active
6962181067,2016-05-06,5908,1850,0,717,443,462,Friday,Lightly Active
6962181067,2016-05-07,6815,1947,0,745,298,334,Saturday,Lightly Active
6962181067,2016-05-08,4188,1659,0,709,541,569,Sunday,Sedentary
6962181067,2016-05-09,12342,2105,43,607,489,497,Monday,Very Active
6962181067,2016-05-10,15448,2361,62,626,469,481,Tuesday,Very Active
6962181067,2016-05-11,6722,1855,24,709,452,480,Wednesday,Lightly Active
6962181067,2016-05-12,3587,928,0,127,516,535,Thursday,Sedentary
7007744171,2016-04-16,4631,2076,0,1155,79,82,Saturday,Sedentary
7007744171,2016-05-01,5600,2225,0,1142,58,61,Sunday,Lightly Active
7086361926,2016-04-12,11317,2772,59,745,514,525,Tuesday,Very Active
7086361926,2016-04-13,5813,2516,31,744,451,465,Wednesday,Lightly Active
7086361926,2016-04-14,9123,2734,35,787,472,476,Thursday,Moderately Active
7086361926,2016-04-15,8585,2395,30,864,377,386,Friday,Moderately Active
7086361926,2016-04-19,10688,2944,67,671,472,483,Tuesday,Very Active
7086361926,2016-04-20,14365,2997,87,797,492,502,Wednesday,Very Active
7086361926,2016-04-21,9469,2463,19,758,390,411,Thursday,Moderately Active
7086361926,2016-04-22,9753,2846,58,762,428,448,Friday,Moderately Active
7086361926,2016-04-24,3520,2049,0,566,681,704,Sunday,Sedentary
7086361926,2016-04-25,10091,2752,69,706,446,447,Monday,Very Active
7086361926,2016-04-26,10387,2781,70,726,485,500,Tuesday,Very Active
7086361926,2016-04-27,11107,2693,55,829,469,479,Wednesday,Very Active
7086361926,2016-04-28,11584,2862,54,810,354,367,Thursday,Very Active
7086361926,2016-04-30,14560,2995,42,584,485,489,Saturday,Very Active
7086361926,2016-05-01,12390,2730,30,685,388,407,Sunday,Very Active
7086361926,2016-05-02,10052,2754,66,737,440,459,Monday,Very Active
7086361926,2016-05-03,10288,2754,57,761,456,461,Tuesday,Very Active
7086361926,2016-05-04,10988,2655,45,843,420,436,Wednesday,Very Active
7086361926,2016-05-06,12461,2924,84,834,322,333,Friday,Very Active
7086361926,2016-05-07,12827,2739,20,621,530,548,Saturday,Very Active
7086361926,2016-05-08,10677,2534,32,695,481,510,Sunday,Very Active
7086361926,2016-05-09,13566,2960,67,743,427,438,Monday,Very Active
7086361926,2016-05-11,9572,2735,57,757,451,463,Wednesday,Moderately Active
7086361926,2016-05-12,3789,1199,5,343,444,457,Thursday,Sedentary
8053475328,2016-04-20,15108,3043,89,695,486,493,Wednesday,Very Active
